match_id,batting_team,bowling_team,innings,venue,ball,runs_off_bat,extras,Total_runs_in_6_Overs
598026,Chennai Super Kings,Rajasthan Royals,2,648,102.6,56,2,58
598026,Rajasthan Royals,Chennai Super Kings,1,666,107.3,54,1,55
598027,Pune Warriors,Royal Challengers Bangalore,2,555,107.3,42,1,43
598027,Royal Challengers Bangalore,Pune Warriors,1,570,109.99999999999999,60,2,62
598028,Delhi Daredevils,Kings XI Punjab,2,396,102.6,21,0,21
598028,Kings XI Punjab,Delhi Daredevils,1,407,104.29999999999998,51,2,53
598029,Kolkata Knight Riders,Mumbai Indians,1,304,104.99999999999999,59,2,61
598029,Mumbai Indians,Kolkata Knight Riders,2,288,102.6,38,4,42
598030,Chennai Super Kings,Sunrisers Hyderabad,2,702,110.7,55,3,58
598030,Sunrisers Hyderabad,Chennai Super Kings,1,684,106.1,34,6,40
598031,Kings XI Punjab,Kolkata Knight Riders,1,288,102.6,44,1,45
598031,Kolkata Knight Riders,Kings XI Punjab,2,288,102.6,45,0,45
598032,Rajasthan Royals,Sunrisers Hyderabad,2,1184,107.3,28,2,30
598032,Sunrisers Hyderabad,Rajasthan Royals,1,1184,108.3,28,1,29
598033,Mumbai Indians,Royal Challengers Bangalore,1,1480,104.29999999999998,46,6,52
598033,Royal Challengers Bangalore,Mumbai Indians,2,1480,108.3,30,5,35
598034,Chennai Super Kings,Kolkata Knight Riders,1,666,106.3,66,1,67
598034,Kolkata Knight Riders,Chennai Super Kings,2,702,104.99999999999999,49,14,63
598035,Delhi Daredevils,Pune Warriors,1,1320,120.5,28,9,37
598035,Pune Warriors,Delhi Daredevils,2,1221,107.3,40,3,43
598036,Rajasthan Royals,Royal Challengers Bangalore,2,1184,107.3,44,1,45
598036,Royal Challengers Bangalore,Rajasthan Royals,1,1248,111.69999999999999,51,4,55
598037,Kings XI Punjab,Mumbai Indians,2,1520,105.99999999999999,52,3,55
598037,Mumbai Indians,Kings XI Punjab,1,1480,105.3,34,2,36
598038,Chennai Super Kings,Pune Warriors,1,1332,102.6,28,1,29
598038,Pune Warriors,Chennai Super Kings,2,1406,107.0,42,4,46
598039,Mumbai Indians,Sunrisers Hyderabad,1,1131,112.8,37,4,41
598039,Sunrisers Hyderabad,Mumbai Indians,2,1044,102.6,36,0,36
598040,Delhi Daredevils,Kolkata Knight Riders,2,1221,103.29999999999998,33,1,34
598040,Kolkata Knight Riders,Delhi Daredevils,1,1254,110.0,35,2,37
598041,Chennai Super Kings,Kings XI Punjab,1,648,102.6,35,1,36
598041,Kings XI Punjab,Chennai Super Kings,2,648,102.6,34,2,36
598042,Pune Warriors,Royal Challengers Bangalore,2,1406,108.0,37,2,39
598042,Royal Challengers Bangalore,Pune Warriors,1,1369,103.29999999999998,28,2,30
598043,Kolkata Knight Riders,Rajasthan Royals,2,304,108.99999999999999,41,7,48
598043,Rajasthan Royals,Kolkata Knight Riders,1,320,119.6,30,4,34
598044,Delhi Daredevils,Sunrisers Hyderabad,1,1073,106.3,23,3,26
598044,Sunrisers Hyderabad,Delhi Daredevils,2,1073,108.3,40,1,41
598045,Kings XI Punjab,Royal Challengers Bangalore,2,585,105.8,43,3,46
598045,Royal Challengers Bangalore,Kings XI Punjab,1,540,102.6,31,0,31
598046,Chennai Super Kings,Mumbai Indians,2,1480,108.3,30,2,32
598046,Mumbai Indians,Chennai Super Kings,1,1560,111.69999999999999,29,3,32
598047,Pune Warriors,Rajasthan Royals,1,1248,113.7,54,7,61
598047,Rajasthan Royals,Pune Warriors,2,1216,107.0,51,2,53
598048,Royal Challengers Bangalore,Sunrisers Hyderabad,2,555,108.3,46,1,47
598048,Sunrisers Hyderabad,Royal Challengers Bangalore,1,540,102.6,40,0,40
598049,Delhi Daredevils,Rajasthan Royals,1,1248,104.99999999999999,39,3,42
598049,Rajasthan Royals,Delhi Daredevils,2,1216,108.0,41,8,49
598050,Kolkata Knight Riders,Mumbai Indians,2,1440,102.6,37,1,38
598050,Mumbai Indians,Kolkata Knight Riders,1,1560,113.79999999999998,38,3,41
598051,Chennai Super Kings,Sunrisers Hyderabad,1,1073,104.29999999999998,49,1,50
598051,Sunrisers Hyderabad,Chennai Super Kings,2,1131,113.7,46,3,49
598052,Kings XI Punjab,Rajasthan Royals,1,972,102.6,37,0,37
598052,Rajasthan Royals,Kings XI Punjab,2,972,102.6,38,0,38
598053,Kolkata Knight Riders,Pune Warriors,1,1406,104.1,48,2,50
598053,Pune Warriors,Kolkata Knight Riders,2,1406,108.99999999999999,32,2,34
598054,Delhi Daredevils,Royal Challengers Bangalore,2,333,106.3,48,1,49
598054,Royal Challengers Bangalore,Delhi Daredevils,1,342,109.0,38,2,40
598055,Mumbai Indians,Pune Warriors,2,1406,106.1,34,3,37
598055,Pune Warriors,Mumbai Indians,1,1369,107.3,35,1,36
598056,Kings XI Punjab,Sunrisers Hyderabad,2,972,102.6,41,0,41
598056,Sunrisers Hyderabad,Kings XI Punjab,1,999,105.3,36,1,37
598057,Kolkata Knight Riders,Royal Challengers Bangalore,2,481,108.3,29,2,31
598057,Royal Challengers Bangalore,Kolkata Knight Riders,1,481,106.3,21,1,22
598058,Chennai Super Kings,Rajasthan Royals,1,1184,108.3,33,4,37
598058,Rajasthan Royals,Chennai Super Kings,2,1152,102.6,24,0,24
598059,Delhi Daredevils,Kings XI Punjab,1,333,103.29999999999998,39,1,40
598059,Kings XI Punjab,Delhi Daredevils,2,333,105.3,54,2,56
598060,Mumbai Indians,Sunrisers Hyderabad,2,1480,104.29999999999998,38,1,39
598060,Sunrisers Hyderabad,Mumbai Indians,1,1600,113.39999999999999,48,4,52
598061,Kolkata Knight Riders,Pune Warriors,2,507,106.8,18,15,33
598061,Pune Warriors,Kolkata Knight Riders,1,468,102.6,42,0,42
598062,Chennai Super Kings,Delhi Daredevils,1,666,103.29999999999998,45,2,47
598062,Delhi Daredevils,Chennai Super Kings,2,666,103.29999999999998,48,1,49
598063,Mumbai Indians,Rajasthan Royals,1,1480,108.3,46,3,49
598063,Rajasthan Royals,Mumbai Indians,2,1480,103.29999999999998,27,2,29
598064,Kings XI Punjab,Royal Challengers Bangalore,2,999,106.3,40,1,41
598064,Royal Challengers Bangalore,Kings XI Punjab,1,972,102.6,57,1,58
598065,Rajasthan Royals,Sunrisers Hyderabad,2,1044,102.6,31,2,33
598065,Sunrisers Hyderabad,Rajasthan Royals,1,1102,111.0,18,3,21
598066,Kings XI Punjab,Mumbai Indians,1,407,107.3,34,1,35
598066,Mumbai Indians,Kings XI Punjab,2,407,107.3,48,3,51
598067,Delhi Daredevils,Pune Warriors,2,1480,111.5,35,12,47
598067,Pune Warriors,Delhi Daredevils,1,1369,108.3,38,2,40
598068,Chennai Super Kings,Royal Challengers Bangalore,2,555,105.3,55,1,56
598068,Royal Challengers Bangalore,Chennai Super Kings,1,555,104.29999999999998,72,4,76
598069,Kolkata Knight Riders,Sunrisers Hyderabad,1,1131,116.8,26,7,33
598069,Sunrisers Hyderabad,Kolkata Knight Riders,2,1073,105.3,43,2,45
598070,Chennai Super Kings,Mumbai Indians,1,324,102.6,46,1,47
598070,Mumbai Indians,Chennai Super Kings,2,333,106.3,53,3,56
598071,Rajasthan Royals,Sunrisers Hyderabad,2,324,102.6,44,0,44
598071,Sunrisers Hyderabad,Rajasthan Royals,1,324,102.6,27,0,27
598072,Mumbai Indians,Rajasthan Royals,2,296,104.29999999999998,44,1,45
598072,Rajasthan Royals,Mumbai Indians,1,296,107.3,41,1,42
598073,Chennai Super Kings,Mumbai Indians,2,304,106.99999999999999,31,4,35
598073,Mumbai Indians,Chennai Super Kings,1,288,102.6,32,2,34
729279,Kolkata Knight Riders,Mumbai Indians,1,1365,112.79999999999998,28,3,31
729279,Mumbai Indians,Kolkata Knight Riders,2,1260,102.6,32,0,32
729281,Delhi Daredevils,Royal Challengers Bangalore,1,1258,103.29999999999998,29,1,30
729281,Royal Challengers Bangalore,Delhi Daredevils,2,1258,106.3,49,1,50
729283,Chennai Super Kings,Kings XI Punjab,1,1400,113.39999999999999,60,10,70
729283,Kings XI Punjab,Chennai Super Kings,2,1365,117.8,61,3,64
729285,Rajasthan Royals,Sunrisers Hyderabad,2,1295,107.3,27,3,30
729285,Sunrisers Hyderabad,Rajasthan Royals,1,1365,111.69999999999999,33,8,41
729287,Mumbai Indians,Royal Challengers Bangalore,1,273,116.7,41,8,49
729287,Royal Challengers Bangalore,Mumbai Indians,2,252,102.6,30,0,30
729289,Delhi Daredevils,Kolkata Knight Riders,2,259,104.29999999999998,46,3,49
729289,Kolkata Knight Riders,Delhi Daredevils,1,287,110.5,21,10,31
729291,Kings XI Punjab,Rajasthan Royals,2,1258,103.29999999999998,35,4,39
729291,Rajasthan Royals,Kings XI Punjab,1,1292,113.0,52,2,54
729293,Chennai Super Kings,Delhi Daredevils,1,1295,103.29999999999998,32,2,34
729293,Delhi Daredevils,Chennai Super Kings,2,1260,102.6,24,0,24
729295,Kings XI Punjab,Sunrisers Hyderabad,1,1224,102.6,42,1,43
729295,Sunrisers Hyderabad,Kings XI Punjab,2,1360,115.5,41,4,45
729297,Chennai Super Kings,Rajasthan Royals,1,259,108.3,50,1,51
729297,Rajasthan Royals,Chennai Super Kings,2,259,103.29999999999998,37,1,38
729299,Kolkata Knight Riders,Royal Challengers Bangalore,1,1258,107.3,41,1,42
729299,Royal Challengers Bangalore,Kolkata Knight Riders,2,1258,103.29999999999998,47,2,49
729301,Delhi Daredevils,Sunrisers Hyderabad,2,266,108.99999999999999,41,3,44
729301,Sunrisers Hyderabad,Delhi Daredevils,1,266,104.99999999999999,51,4,55
729303,Chennai Super Kings,Mumbai Indians,2,259,107.3,49,2,51
729303,Mumbai Indians,Chennai Super Kings,1,252,102.6,31,0,31
729305,Rajasthan Royals,Royal Challengers Bangalore,2,1330,108.99999999999999,33,3,36
729305,Royal Challengers Bangalore,Rajasthan Royals,1,1295,108.3,20,2,22
729307,Kings XI Punjab,Kolkata Knight Riders,1,1330,108.99999999999999,47,4,51
729307,Kolkata Knight Riders,Kings XI Punjab,2,1295,103.29999999999998,23,1,24
729309,Delhi Daredevils,Mumbai Indians,2,1258,107.3,23,8,31
729309,Mumbai Indians,Delhi Daredevils,1,1292,107.0,33,4,37
729311,Chennai Super Kings,Sunrisers Hyderabad,2,1224,102.6,44,3,47
729311,Sunrisers Hyderabad,Chennai Super Kings,1,1224,102.6,30,7,37
729313,Kings XI Punjab,Royal Challengers Bangalore,2,266,106.1,31,2,33
729313,Royal Challengers Bangalore,Kings XI Punjab,1,252,102.6,44,0,44
729315,Kolkata Knight Riders,Rajasthan Royals,2,1330,111.0,29,4,33
729315,Kolkata Knight Riders,Rajasthan Royals,3,210,2.1,10,1,11
729315,Rajasthan Royals,Kolkata Knight Riders,1,1365,111.8,40,5,45
729315,Rajasthan Royals,Kolkata Knight Riders,4,210,2.1,11,0,11
729317,Mumbai Indians,Sunrisers Hyderabad,2,266,108.0,30,2,32
729317,Sunrisers Hyderabad,Mumbai Indians,1,252,102.6,40,4,44
733971,Chennai Super Kings,Kolkata Knight Riders,1,468,102.6,43,0,43
733971,Kolkata Knight Riders,Chennai Super Kings,2,481,103.29999999999998,37,2,39
733973,Kings XI Punjab,Mumbai Indians,1,1560,109.8,32,4,36
733973,Mumbai Indians,Kings XI Punjab,2,1520,111.0,46,3,49
733975,Delhi Daredevils,Rajasthan Royals,1,324,102.6,46,0,46
733975,Rajasthan Royals,Delhi Daredevils,2,342,109.0,35,3,38
733977,Royal Challengers Bangalore,Sunrisers Hyderabad,2,570,104.99999999999999,34,2,36
733977,Sunrisers Hyderabad,Royal Challengers Bangalore,1,585,117.8,44,3,47
733979,Kolkata Knight Riders,Rajasthan Royals,2,1080,102.6,50,0,50
733979,Rajasthan Royals,Kolkata Knight Riders,1,1110,107.3,48,2,50
733981,Chennai Super Kings,Delhi Daredevils,2,324,102.6,45,4,49
733981,Delhi Daredevils,Chennai Super Kings,1,333,105.3,41,5,46
733983,Mumbai Indians,Royal Challengers Bangalore,1,1520,112.1,40,10,50
733983,Royal Challengers Bangalore,Mumbai Indians,2,1560,111.0,61,3,64
733985,Delhi Daredevils,Kolkata Knight Riders,1,324,102.6,29,0,29
733985,Kolkata Knight Riders,Delhi Daredevils,2,333,107.3,41,11,52
733987,Chennai Super Kings,Kings XI Punjab,2,37,103.29999999999998,45,1,46
733987,Kings XI Punjab,Chennai Super Kings,1,38,104.1,34,4,38
733989,Rajasthan Royals,Sunrisers Hyderabad,2,1140,107.99999999999999,35,2,37
733989,Sunrisers Hyderabad,Rajasthan Royals,1,1080,102.6,48,2,50
733991,Kings XI Punjab,Royal Challengers Bangalore,1,660,133.8,53,11,64
733991,Royal Challengers Bangalore,Kings XI Punjab,2,540,102.6,34,0,34
733993,Delhi Daredevils,Sunrisers Hyderabad,1,333,107.3,50,2,52
733993,Sunrisers Hyderabad,Delhi Daredevils,2,270,59.6,33,11,44
733995,Chennai Super Kings,Mumbai Indians,2,1440,102.6,36,2,38
733995,Mumbai Indians,Chennai Super Kings,1,1520,107.0,40,2,42
733997,Kings XI Punjab,Kolkata Knight Riders,1,38,107.99999999999999,46,3,49
733997,Kolkata Knight Riders,Kings XI Punjab,2,37,107.3,52,3,55
733999,Rajasthan Royals,Royal Challengers Bangalore,2,555,106.3,43,2,45
733999,Royal Challengers Bangalore,Rajasthan Royals,1,540,102.6,31,0,31
734001,Mumbai Indians,Sunrisers Hyderabad,2,1044,102.6,38,0,38
734001,Sunrisers Hyderabad,Mumbai Indians,1,1102,108.1,40,3,43
734003,Chennai Super Kings,Rajasthan Royals,2,494,108.0,46,2,48
734003,Rajasthan Royals,Chennai Super Kings,1,481,105.3,36,6,42
734005,Delhi Daredevils,Royal Challengers Bangalore,2,570,111.0,39,7,46
734005,Royal Challengers Bangalore,Delhi Daredevils,1,540,102.6,34,0,34
734007,Kings XI Punjab,Sunrisers Hyderabad,2,1044,102.6,85,1,86
734007,Sunrisers Hyderabad,Kings XI Punjab,1,1189,121.3,49,6,55
734009,Kolkata Knight Riders,Mumbai Indians,2,38,108.99999999999999,42,3,45
734009,Mumbai Indians,Kolkata Knight Riders,1,40,111.7,31,6,37
734011,Delhi Daredevils,Rajasthan Royals,2,1110,108.3,31,3,34
734011,Rajasthan Royals,Delhi Daredevils,1,1080,102.6,48,4,52
734013,Chennai Super Kings,Royal Challengers Bangalore,1,468,102.6,38,1,39
734013,Royal Challengers Bangalore,Chennai Super Kings,2,468,102.6,17,0,17
734015,Kolkata Knight Riders,Sunrisers Hyderabad,2,1044,102.6,30,0,30
734015,Sunrisers Hyderabad,Kolkata Knight Riders,1,1131,110.69999999999999,36,5,41
734017,Mumbai Indians,Rajasthan Royals,1,1140,112.0,40,2,42
734017,Rajasthan Royals,Mumbai Indians,2,1170,110.69999999999999,44,3,47
734019,Delhi Daredevils,Kings XI Punjab,1,360,118.5,51,4,55
734019,Kings XI Punjab,Delhi Daredevils,2,378,120.9,57,9,66
734021,Royal Challengers Bangalore,Sunrisers Hyderabad,1,1044,102.6,23,2,25
734021,Sunrisers Hyderabad,Royal Challengers Bangalore,2,1073,106.3,48,3,51
734023,Chennai Super Kings,Kolkata Knight Riders,1,296,105.3,34,1,35
734023,Kolkata Knight Riders,Chennai Super Kings,2,296,103.29999999999998,51,1,52
734025,Kings XI Punjab,Mumbai Indians,1,1026,108.99999999999999,46,2,48
734025,Mumbai Indians,Kings XI Punjab,2,1053,108.69999999999999,55,7,62
734027,Kolkata Knight Riders,Royal Challengers Bangalore,1,304,109.99999999999999,42,3,45
734027,Royal Challengers Bangalore,Kolkata Knight Riders,2,288,102.6,35,1,36
734029,Chennai Super Kings,Sunrisers Hyderabad,1,468,102.6,60,0,60
734029,Sunrisers Hyderabad,Chennai Super Kings,2,481,108.3,63,1,64
734031,Delhi Daredevils,Mumbai Indians,2,1440,102.6,46,1,47
734031,Mumbai Indians,Delhi Daredevils,1,1480,107.3,58,7,65
734033,Kings XI Punjab,Rajasthan Royals,1,1026,104.99999999999999,51,2,53
734033,Rajasthan Royals,Kings XI Punjab,2,999,106.3,42,2,44
734035,Chennai Super Kings,Royal Challengers Bangalore,2,555,106.3,63,1,64
734035,Royal Challengers Bangalore,Chennai Super Kings,1,540,102.6,34,0,34
734037,Kolkata Knight Riders,Sunrisers Hyderabad,2,312,117.8,46,3,49
734037,Sunrisers Hyderabad,Kolkata Knight Riders,1,304,105.99999999999999,35,14,49
734039,Delhi Daredevils,Kings XI Punjab,1,972,102.6,43,1,44
734039,Kings XI Punjab,Delhi Daredevils,2,1026,110.0,41,7,48
734041,Mumbai Indians,Rajasthan Royals,2,1480,106.3,68,3,71
734041,Rajasthan Royals,Mumbai Indians,1,1480,107.3,33,2,35
734043,Kings XI Punjab,Kolkata Knight Riders,2,304,109.99999999999999,43,3,46
734043,Kolkata Knight Riders,Kings XI Punjab,1,296,106.3,52,3,55
734045,Chennai Super Kings,Mumbai Indians,2,72,102.6,58,2,60
734045,Mumbai Indians,Chennai Super Kings,1,72,102.6,51,2,53
734047,Chennai Super Kings,Kings XI Punjab,2,1560,116.7,94,6,100
734047,Kings XI Punjab,Chennai Super Kings,1,1520,110.0,67,3,70
734049,Kings XI Punjab,Kolkata Knight Riders,1,540,102.6,31,1,32
734049,Kolkata Knight Riders,Kings XI Punjab,2,570,108.1,57,2,59
829705,Kolkata Knight Riders,Mumbai Indians,2,296,103.29999999999998,35,3,38
829705,Mumbai Indians,Kolkata Knight Riders,1,296,107.3,35,2,37
829707,Chennai Super Kings,Delhi Daredevils,1,684,109.99999999999999,47,12,59
829707,Delhi Daredevils,Chennai Super Kings,2,666,106.3,39,1,40
829709,Kings XI Punjab,Rajasthan Royals,2,780,110.69999999999999,48,3,51
829709,Rajasthan Royals,Kings XI Punjab,1,720,102.6,30,5,35
829711,Chennai Super Kings,Sunrisers Hyderabad,1,738,119.3,38,11,49
829711,Sunrisers Hyderabad,Chennai Super Kings,2,648,102.6,46,0,46
829713,Kolkata Knight Riders,Royal Challengers Bangalore,1,296,106.3,52,1,53
829713,Royal Challengers Bangalore,Kolkata Knight Riders,2,288,102.6,37,4,41
829715,Delhi Daredevils,Rajasthan Royals,1,333,103.29999999999998,50,1,51
829715,Rajasthan Royals,Delhi Daredevils,2,324,102.6,42,0,42
829717,Kings XI Punjab,Mumbai Indians,1,1480,108.3,55,2,57
829717,Mumbai Indians,Kings XI Punjab,2,1480,106.3,15,2,17
829719,Royal Challengers Bangalore,Sunrisers Hyderabad,1,600,113.5,42,5,47
829719,Sunrisers Hyderabad,Royal Challengers Bangalore,2,555,104.29999999999998,64,1,65
829721,Mumbai Indians,Rajasthan Royals,1,1080,102.6,31,0,31
829721,Rajasthan Royals,Mumbai Indians,2,1110,104.29999999999998,41,1,42
829723,Chennai Super Kings,Kolkata Knight Riders,1,304,104.1,61,8,69
829723,Kolkata Knight Riders,Chennai Super Kings,2,312,111.8,35,3,38
829725,Delhi Daredevils,Kings XI Punjab,2,780,111.0,44,3,47
829725,Kings XI Punjab,Delhi Daredevils,1,740,105.3,38,3,41
829727,Rajasthan Royals,Sunrisers Hyderabad,2,228,111.0,32,4,36
829727,Sunrisers Hyderabad,Rajasthan Royals,1,228,110.0,33,2,35
829729,Chennai Super Kings,Mumbai Indians,2,1600,116.5,86,4,90
829729,Mumbai Indians,Chennai Super Kings,1,1520,107.0,29,2,31
829731,Delhi Daredevils,Sunrisers Hyderabad,1,234,111.69999999999999,36,4,40
829731,Sunrisers Hyderabad,Delhi Daredevils,2,222,104.29999999999998,46,4,50
829733,Kings XI Punjab,Kolkata Knight Riders,1,720,102.6,47,1,48
829733,Kolkata Knight Riders,Kings XI Punjab,2,720,102.6,52,1,53
829735,Chennai Super Kings,Rajasthan Royals,1,1080,102.6,39,0,39
829735,Rajasthan Royals,Chennai Super Kings,2,1080,102.6,47,0,47
829737,Mumbai Indians,Royal Challengers Bangalore,1,585,109.8,40,8,48
829737,Royal Challengers Bangalore,Mumbai Indians,2,645,127.49999999999999,26,7,33
829739,Delhi Daredevils,Kolkata Knight Riders,1,351,105.8,31,3,34
829739,Kolkata Knight Riders,Delhi Daredevils,2,342,111.0,42,6,48
829741,Kings XI Punjab,Rajasthan Royals,2,1080,102.6,39,1,40
829741,Kings XI Punjab,Rajasthan Royals,3,210,2.8,13,2,15
829741,Rajasthan Royals,Kings XI Punjab,1,1140,110.0,39,4,43
829741,Rajasthan Royals,Kings XI Punjab,4,120,1.0,5,1,6
829743,Kolkata Knight Riders,Sunrisers Hyderabad,2,228,109.99999999999999,46,3,49
829743,Sunrisers Hyderabad,Kolkata Knight Riders,1,222,103.29999999999998,41,2,43
829745,Chennai Super Kings,Royal Challengers Bangalore,1,540,102.6,39,6,45
829745,Royal Challengers Bangalore,Chennai Super Kings,2,540,102.6,37,1,38
829747,Delhi Daredevils,Mumbai Indians,1,360,107.6,41,4,45
829747,Mumbai Indians,Delhi Daredevils,2,351,108.8,45,3,48
829749,Rajasthan Royals,Royal Challengers Bangalore,1,1140,104.1,46,2,48
829749,Royal Challengers Bangalore,Rajasthan Royals,2,1080,102.6,44,5,49
829751,Mumbai Indians,Sunrisers Hyderabad,1,1600,108.69999999999999,41,5,46
829751,Sunrisers Hyderabad,Mumbai Indians,2,1480,108.3,51,1,52
829753,Chennai Super Kings,Kings XI Punjab,1,666,108.3,53,1,54
829753,Kings XI Punjab,Chennai Super Kings,2,666,103.29999999999998,38,1,39
829757,Delhi Daredevils,Royal Challengers Bangalore,1,360,114.39999999999999,32,6,38
829757,Royal Challengers Bangalore,Delhi Daredevils,2,333,103.29999999999998,49,1,50
829759,Kings XI Punjab,Sunrisers Hyderabad,2,1107,121.3,31,5,36
829759,Sunrisers Hyderabad,Kings XI Punjab,1,972,102.6,55,1,56
829761,Delhi Daredevils,Kolkata Knight Riders,2,304,109.0,33,3,36
829761,Kolkata Knight Riders,Delhi Daredevils,1,312,105.8,47,3,50
829763,Royal Challengers Bangalore,Rajasthan Royals,1,570,114.1,45,7,52
829765,Chennai Super Kings,Kolkata Knight Riders,1,666,106.3,50,3,53
829765,Kolkata Knight Riders,Chennai Super Kings,2,666,105.3,53,1,54
829767,Delhi Daredevils,Kings XI Punjab,2,342,108.0,38,3,41
829767,Kings XI Punjab,Delhi Daredevils,1,333,108.3,25,2,27
829769,Mumbai Indians,Rajasthan Royals,1,1520,108.0,43,4,47
829769,Rajasthan Royals,Mumbai Indians,2,1560,106.8,51,4,55
829771,Kolkata Knight Riders,Royal Challengers Bangalore,1,585,106.8,57,4,61
829771,Royal Challengers Bangalore,Kolkata Knight Riders,2,585,105.8,59,3,62
829773,Chennai Super Kings,Sunrisers Hyderabad,2,1073,106.3,52,2,54
829773,Sunrisers Hyderabad,Chennai Super Kings,1,1073,105.3,74,2,76
829775,Kings XI Punjab,Mumbai Indians,2,999,103.29999999999998,39,6,45
829775,Mumbai Indians,Kings XI Punjab,1,972,102.6,49,2,51
829777,Delhi Daredevils,Rajasthan Royals,2,80,119.7,50,5,55
829777,Rajasthan Royals,Delhi Daredevils,1,78,108.8,38,5,43
829779,Chennai Super Kings,Royal Challengers Bangalore,1,648,102.6,37,0,37
829779,Royal Challengers Bangalore,Chennai Super Kings,2,648,102.6,42,0,42
829781,Kolkata Knight Riders,Sunrisers Hyderabad,1,288,102.6,50,5,55
829781,Sunrisers Hyderabad,Kolkata Knight Riders,2,304,104.1,31,2,33
829783,Delhi Daredevils,Mumbai Indians,1,1480,104.29999999999998,42,2,44
829783,Mumbai Indians,Delhi Daredevils,2,1560,104.99999999999999,38,3,41
829785,Kings XI Punjab,Royal Challengers Bangalore,2,555,103.29999999999998,26,8,34
829785,Royal Challengers Bangalore,Kings XI Punjab,1,585,116.8,64,4,68
829787,Rajasthan Royals,Sunrisers Hyderabad,2,72,102.6,36,0,36
829787,Sunrisers Hyderabad,Rajasthan Royals,1,74,106.3,47,9,56
829789,Chennai Super Kings,Mumbai Indians,1,666,104.29999999999998,39,5,44
829789,Mumbai Indians,Chennai Super Kings,2,666,103.29999999999998,60,1,61
829791,Kings XI Punjab,Kolkata Knight Riders,1,288,102.6,45,0,45
829791,Kolkata Knight Riders,Kings XI Punjab,2,296,107.3,56,1,57
829793,Delhi Daredevils,Sunrisers Hyderabad,2,1188,102.6,48,1,49
829793,Sunrisers Hyderabad,Delhi Daredevils,1,1254,112.0,39,2,41
829795,Mumbai Indians,Royal Challengers Bangalore,2,1520,107.99999999999999,43,2,45
829795,Royal Challengers Bangalore,Mumbai Indians,1,1520,107.99999999999999,37,2,39
829797,Chennai Super Kings,Rajasthan Royals,1,666,106.3,35,1,36
829797,Rajasthan Royals,Chennai Super Kings,2,648,102.6,40,0,40
829799,Kings XI Punjab,Sunrisers Hyderabad,2,1044,102.6,46,1,47
829799,Sunrisers Hyderabad,Kings XI Punjab,1,1073,106.3,54,2,56
829801,Chennai Super Kings,Delhi Daredevils,1,1188,102.6,16,0,16
829801,Delhi Daredevils,Chennai Super Kings,2,1188,102.6,28,0,28
829803,Kings XI Punjab,Royal Challengers Bangalore,1,1053,110.69999999999999,69,3,72
829803,Royal Challengers Bangalore,Kings XI Punjab,2,1026,112.1,58,3,61
829805,Kolkata Knight Riders,Mumbai Indians,2,1520,113.0,48,2,50
829805,Mumbai Indians,Kolkata Knight Riders,1,1520,114.1,44,2,46
829807,Royal Challengers Bangalore,Sunrisers Hyderabad,2,1044,99.7,82,1,83
829807,Sunrisers Hyderabad,Royal Challengers Bangalore,1,1131,116.8,62,6,68
829809,Chennai Super Kings,Kings XI Punjab,2,1026,112.0,45,2,47
829809,Kings XI Punjab,Chennai Super Kings,1,972,102.6,41,0,41
829811,Kolkata Knight Riders,Rajasthan Royals,2,80,117.4,38,15,53
829811,Rajasthan Royals,Kolkata Knight Riders,1,72,102.6,62,4,66
829813,Delhi Daredevils,Royal Challengers Bangalore,1,570,104.99999999999999,52,2,54
829813,Royal Challengers Bangalore,Delhi Daredevils,2,105,3.2,2,0,2
829815,Mumbai Indians,Sunrisers Hyderabad,2,1102,108.99999999999999,36,2,38
829815,Sunrisers Hyderabad,Mumbai Indians,1,1102,106.99999999999999,26,3,29
829817,Chennai Super Kings,Mumbai Indians,2,1520,106.1,52,2,54
829817,Mumbai Indians,Chennai Super Kings,1,1560,109.8,45,3,48
829819,Rajasthan Royals,Royal Challengers Bangalore,2,720,102.6,40,0,40
829819,Royal Challengers Bangalore,Rajasthan Royals,1,760,111.0,35,6,41
829821,Chennai Super Kings,Royal Challengers Bangalore,2,468,102.6,33,1,34
829821,Royal Challengers Bangalore,Chennai Super Kings,1,468,102.6,29,0,29
829823,Chennai Super Kings,Mumbai Indians,2,296,106.3,29,2,31
829823,Mumbai Indians,Chennai Super Kings,1,296,106.3,59,2,61
980901,Mumbai Indians,Rising Pune Supergiants,1,1600,117.6,26,11,37
980901,Rising Pune Supergiants,Mumbai Indians,2,1480,108.3,56,1,57
980903,Delhi Daredevils,Kolkata Knight Riders,1,304,107.99999999999999,33,2,35
980903,Kolkata Knight Riders,Delhi Daredevils,2,304,108.0,45,2,47
980905,Gujarat Lions,Kings XI Punjab,2,988,112.1,55,2,57
980905,Kings XI Punjab,Gujarat Lions,1,936,102.6,52,0,52
980907,Royal Challengers Bangalore,Sunrisers Hyderabad,1,570,108.0,47,2,49
980907,Sunrisers Hyderabad,Royal Challengers Bangalore,2,555,103.29999999999998,51,5,56
980909,Kolkata Knight Riders,Mumbai Indians,1,304,105.99999999999999,37,3,40
980909,Mumbai Indians,Kolkata Knight Riders,2,312,114.69999999999999,48,5,53
980911,Gujarat Lions,Rising Pune Supergiants,2,1147,108.3,56,6,62
980911,Rising Pune Supergiants,Gujarat Lions,1,1116,102.6,56,1,57
